text_original,text_cleaned,sentiment,source
"[USERNAME] Didalamnye ade sertifikat tanah dan lembar saham BBCA, sayang kalau mau di lepas.",didalamnye ade sertifikat tanah dan lembar saham bbca sayang kalau mau di lepas,Positive,Twitter (IDSMSA)
"Efek Quick Count Pilpres 2024 Mereda, IHSG Tinggalkan 7.300 Tertekan Saham BBCA cs [URL]",efek quick count pilpres 2024 mereda ihsg tinggalkan 7 300 tertekan saham bbca cs,Negative,Twitter (IDSMSA)
[USERNAME] mw maling saham BCA,mw maling saham bca,Positive,Twitter (IDSMSA)
"[USERNAME] [USERNAME] Kak, berarti sebaiknya naruh sahamnya di perbankan sprti bri, bni, mandiri, bca gtu ya kak?",kak berarti sebaiknya naruh sahamnya di perbankan sprti bri bni mandiri bca gtu ya kak,Neutral,Twitter (IDSMSA)
"[USERNAME] Horeeee, minta saham bbca",horee minta saham bbca,Positive,Twitter (IDSMSA)
"[USERNAME] BMRI, nder... dividennya gede kalo dibanding BBCA. kalo mau BMRI tunggu retracement dulu dikit dari ATHnya di 7375. nanti coba averaging aja kalo ada tambahan uang.. opsi lain BBRI",bmri nder dividennya gede kalau dibanding bbca kalau mau bmri tunggu retracement dulu dikit dari athnya di 7375 nanti coba averaging saja kalau ada tambahan uang opsi lain bbri,Positive,Twitter (IDSMSA)
[USERNAME] BNGA bagus. Klo beli BCA cuma dpt 1 lot doang,bnga bagus kalau beli bca cuma dpt 1 lot doang,Positive,Twitter (IDSMSA)
Nyolong saham BBCA 100%,nyolong saham bbca 100,Positive,Twitter (IDSMSA)
"[USERNAME] bbca dong, saham no 1 di indonesia, tapi kalo kemahalan mending beli bbri, bank bumn dng jumlah cabang dan layanan ATM terbanyak di Indonesia",bbca dong saham no 1 di indonesia tapi kalau kemahalan mending beli bbri bank bumn dng jumlah cabang dan layanan atm terbanyak di indonesia,Positive,Twitter (IDSMSA)
shm! Ada uang 1jt mending masuk BBCA/BMRI/BBRI/BNGA?,shm ada uang 1jt mending masuk bbca bmri bbri bnga,Neutral,Twitter (IDSMSA)
"Trading Idea Senin(19/2/2024)📈 🚀 BBRI, BREN, CUAN, ADRO, BFIN, dan INCO IHSG Technical View👀 IHSG ditutup naik 0.44% kemarin, dan disertai dengan net buy asing ~1.5 Triliun. Saham yang paling banyak dibeli asing adalah BBCA, TLKM, BBRI, BMRI dan ASII.",trading idea senin 19 2 2024 bbri bren cuan adro bfin dan inco ihsg technical view ihsg ditutup naik 0 44 kemarin dan disertai dengan net buy asing 1 5 triliun saham yang paling banyak dibeli asing adalah bbca tlkm bbri bmri dan asii,Positive,Twitter (IDSMSA)
Akum jumbo big banks with all time high baru 🥰 saham bank jagoan ku 👇 Jangan lupa ada promo referal Bluechip dapat saham [HASHTAG] hingga [HASHTAG] loh! [URL] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [URL],akum jumbo big banks with all time high baru saham bank jagoan ku jangan lupa ada promo referal bluechip dapat saham hingga loh,Positive,Twitter (IDSMSA)
[USERNAME] Dibeliin saham BCA kak 10 lot aja ga usah byk2,dibeliin saham bca kak 10 lot saja ga usah byk2,Positive,Twitter (IDSMSA)
"Gov bonds yg rate-nya fix emang good investment sih, tapi kalo gw lebih suka ke reksadananya sambil nungguin stock market crash lagi kyk pas covid kemarin. Begitu market crash, cabut reksadana trs switch ke saham, borong bbca, bbri, bmri wkwk 😂",gov bonds yang rate-nya fix emang good investment sih tapi kalau saya lebih suka ke reksadananya sambil nungguin stock market crash lagi kyk pas covid kemarin begitu market crash cabut reksadana terus switch ke saham borong bbca bbri bmri,Positive,Twitter (IDSMSA)
"[USERNAME] saran aja ke Obligasi FR, SBN atau saham blue chip kaya BBCA BBRI BMRI, itu semua tergantung profil resiko njenengan mas.",saran saja ke obligasi fr sbn atau saham blue chip kaya bbca bbri bmri itu semua tergantung profil resiko njenengan mas,Neutral,Twitter (IDSMSA)
asem lambung gua naik kyak saham bca,asem lambung saya naik kyak saham bca,Positive,Twitter (IDSMSA)
"laba tahunan 2024 harus naik &amp dividen lebih gede, mandat investor $bbca! Shm! [URL]",laba tahunan 2024 harus naik amp dividen lebih gede mandat investor bbca shm,Positive,Twitter (IDSMSA)
"[USERNAME] - yang low risk aman banget better beli ORI di bibit app - medium risk nunggu ada kebakaran market indonesia terus beli saham BBCA/BBRI di bottom - high risk diputer buat jual beli mobil second, value propositionnya bekas dipakai gubernur otomatif",#NAME?,Neutral,Twitter (IDSMSA)
"[USERNAME] [USERNAME] Saham juga haram kalau enggak analisa terlebih dahulu, jatuhnya spekulasi (gharar) Udah spekulasi terus DCA saham BBCA BBRI",saham juga haram kalau tidak analisa terlebih dahulu jatuhnya spekulasi gharar sudah spekulasi terus dca saham bbca bbri,Neutral,Twitter (IDSMSA)
"[USERNAME] [USERNAME] bener,, gua pnya saham 18% di bca soalnya",bener saya pnya saham 18 di bca soalnya,Positive,Twitter (IDSMSA)
Lo Kheng Hong menilai BCA (BBCA) adalah wonderful company lantaran dalam 23 tahun sahamnya terus melambung [URL] [HASHTAG] [HASHTAG] [HASHTAG],kamu kheng hong menilai bca bbca adalah wonderful company lantaran dalam 23 tahun sahamnya terus melambung,Positive,Twitter (IDSMSA)
[USERNAME] kalo aku taruh di tmrw aku dposit in setahun. atau ga beli saham bbca atau itmg mayan wkwkw nariknya gampang pokoknya seblm 2mgg beli tiket atau pake uangnya tarik aja,kalau aku taruh di tmrw aku dposit in setahun atau ga beli saham bbca atau itmg mayan wkwkw nariknya gampang pokoknya seblm 2mgg beli tiket atau pake uangnya tarik saja,Positive,Twitter (IDSMSA)
"Investor Asing Getol Borong Saham BBRI, BMRI &amp BBCA saat Pilpres 2024 [URL]",investor asing getol borong saham bbri bmri amp bbca saat pilpres 2024,Positive,Twitter (IDSMSA)
"[USERNAME] 1,5 buat budget makan kenyang deh. 1,5 buat dihabisin dijudi. Buat beliin saham BCA mah dah pasti cuan.",1 5 buat budget makan kenyang deh 1 5 buat dihabisin dijudi buat beliin saham bca mah dah pasti cuan,Positive,Twitter (IDSMSA)
"liat akun salah satu influencer saham, dia DCA saham BBCA tiap bulan dengan konsisten udah return 33% selama 3 tahun bisa nih ditiru? secara masih bingung bingung buat nabung biaya pendidikan anak uwe yang banyak ini lets try boleh lah ya ✨",liat akun salah satu influencer saham dia dca saham bbca tiap bulan dengan konsisten sudah return 33 selama 3 tahun bisa ini ditiru secara masih bingung bingung buat nabung biaya pendidikan anak uwe yang banyak ini lets try boleh lah ya,Positive,Twitter (IDSMSA)
"dalam 1 taon pergerakan rasio portofolio warteg saham BY JO ot B, neh: 16 Februari 2024 atas 17 Februari 2023: ternyata THS dari 15 Saham yang diinves, hanya 6 Saham yang bertahan NAEK: bbca, bbri, byan, mapi, midi, n IMAS: tapi tetap CUTE positif pada warteg per tgl 16 Feb 2024: [URL]",dalam 1 taon pergerakan rasio portofolio warteg saham by jo ot b neh 16 februari 2024 atas 17 februari 2023 ternyata ths dari 15 saham yang diinves hanya 6 saham yang bertahan naek bbca bbri byan mapi midi n imas tapi tetap cute positif pada warteg per tgl 16 feb 2024,Neutral,Twitter (IDSMSA)
"💚 aku punya budget nabung 5jt tiap bulannya, aku lg mau nabung 1 lot saham bca tiap bulan, sisanya enak ditabung kemana lagi ya? udah ada dana darurat 6x pengeluaran jd udh ga mikirin itu",aku punya budget nabung 5jt tiap bulannya aku lg mau nabung 1 lot saham bca tiap bulan sisanya enak ditabung kemana lagi ya sudah ada dana darurat 6x pengeluaran jd sudah ga mikirin itu,Positive,Twitter (IDSMSA)
"[USERNAME] BBRI hanya ada RUPS online, jika punya saham scriptless. Tidak bisa datang ke RUPS offline. Antara BBCA atau BMRI, lebih baik datang ke RUPS BMRI.",bbri hanya ada rups online jika punya saham scriptless tidak bisa datang ke rups offline antara bbca atau bmri lebih baik datang ke rups bmri,Neutral,Twitter (IDSMSA)
Shm! Guys yg pernah ikut RUPS $BBRI $BBCA $BMRI souvenirnya bagusan yang mana? Wkwkw jujur cuma bisa ikut salah satu tp masih galau mau ikut mana,shm guys yang pernah ikut rups bbri bbca bmri souvenirnya bagusan yang mana wkwkw jujur cuma bisa ikut salah satu tp masih galau mau ikut mana,Neutral,Twitter (IDSMSA)
"Spek anak papi i"" bgt ini mah, naik alphard ya itu? Minimal kalo mau deketin deline punya saham BBCA dulu sih ges 100 lot minimal""",spek anak papi i banget ini mah naik alphard ya itu minimal kalau mau deketin deline punya saham bbca dulu sih ges 100 lot minimal,Positive,Twitter (IDSMSA)
Saham BCA 10K sob,saham bca 10k sob,Positive,Twitter (IDSMSA)
"[USERNAME] Dulu gw semua nya nder + bbca juga Tapi sekarang cukup bmri, menurutku growth nya bmri lumayan cepet + dividennya jug lebih gede dari yang lain",dulu saya semua nya nder bbca juga tapi sekarang cukup bmri menurutku growth nya bmri lumayan cepet dividennya jug lebih gede dari yang lain,Positive,Twitter (IDSMSA)
"Buat yang mau beli saham BBCA, bisa langsung beli di Stockbit ya! Download Stockbit di: [URL]",buat yang mau beli saham bbca bisa langsung beli di stockbit ya download stockbit di,Neutral,Twitter (IDSMSA)
Konglomerat Anthoni Salim masih tercatat sebagai salah satu pemegang saham PT Bank Central Asia Tbk (BBCA) atau BCA [URL] [HASHTAG] [HASHTAG] [HASHTAG],konglomerat anthoni salim masih tercatat sebagai salah satu pemegang saham pt bank central asia tbk bbca atau bca,Neutral,Twitter (IDSMSA)
"[USERNAME] [USERNAME] Oiya mas, mau nanya. Saya punya 1 lot aja sih BBCA. Avg 9150 itu. Baiknya pas ex date itu saya jual atau hold aja ya? Terimakasih",oiya mas mau nanya saya punya 1 lot saja sih bbca avg 9150 itu baiknya pas ex date itu saya jual atau hold saja ya terimakasih,Neutral,Twitter (IDSMSA)
"[USERNAME] Bisa untuk dicoba kalau investasi jangka panjang… nabung saham bbca dan bbri, coba dihitung aj perkembangan harga dan devidennya… harusnya aman dan menguntungkan kalau sifatnya investasi….",bisa untuk dicoba kalau investasi jangka panjang nabung saham bbca dan bbri coba dihitung aj perkembangan harga dan devidennya harusnya aman dan menguntungkan kalau sifatnya investasi,Positive,Twitter (IDSMSA)
"Ga bakal aku jual jg si tapi, ambis punya saham BCA banyak soalnya🥰",ga bakal aku jual jg si tapi ambis punya saham bca banyak soalnya,Positive,Twitter (IDSMSA)
"Salah satu contohnya, dia menyebutkan saham BBCA yang dalam rupiah terlihat naik tinggi tapi kalau dikonversi jadi dolar AS nggak begitu. Saham BBCA katanya nggak kemana-mana.",salah satu contohnya dia menyebutkan saham bbca yang dalam rupiah terlihat naik tinggi tapi kalau dikonversi jadi dolar as tidak begitu saham bbca katanya tidak kemana-mana,Negative,Twitter (IDSMSA)
"$BBCA tembus Rp10.000, jadi inget obrolan dengan seorang teman kalau dia takut investasi saham nanti uangnya tetep tergerus inflasi dan pelemahan kurs rupiah. [URL]",bbca tembus rp10 00 jadi inget obrolan dengan seorang teman kalau dia takut investasi saham nanti uangnya tetep tergerus inflasi dan pelemahan kurs rupiah,Negative,Twitter (IDSMSA)
"Saham BCA naik, happy 🥹",saham bca naik happy,Positive,Twitter (IDSMSA)
[USERNAME] [USERNAME] Bbca tanggal tercatat kapan,bbca tanggal tercatat kapan,Neutral,Twitter (IDSMSA)
Sell atau hold ya ini? Udh ketauan blm dividen Bbca brp? Kalo sell bagusnya kapan ya shm! [URL],sell atau hold ya ini sudah ketauan belum dividen bbca berapa kalau sell bagusnya kapan ya shm,Neutral,Twitter (IDSMSA)
"BBCA BMRI duo saham banking yang sungguh saya cintaaa, hampir 50% return dalam setahun ini kayanya 🤑🤑",bbca bmri duo saham banking yang sungguh saya cintaa hampir 50 return dalam setahun ini kayanya,Positive,Twitter (IDSMSA)
Weww shm! BCA ath 🎉🎉🎉,weww shm bca ath,Positive,Twitter (IDSMSA)
Saham BCA (BBCA) bergerak di zona hijau pada awal sesi I perdagangan 16 Februari 2024 [URL] [HASHTAG] [HASHTAG] [HASHTAG],saham bca bbca bergerak di zona hijau pada awal sesi i perdagangan 16 februari 2024,Positive,Twitter (IDSMSA)
[USERNAME] tapi makasih pak wowo unggul saham indo pada naik terutama bbca dan bahan tambang lainya …. btc up 3k $ thanks a [URL],tapi makasih pak wowo unggul saham indo pada naik terutama bbca dan bahan tambang lainya btc up 3k thanks a,Positive,Twitter (IDSMSA)
Saham $BBCA sentuh 10.000 pak Alamak wes didol 9700 Disyukuri,saham bbca sentuh 10 00 pak alamak wes didol 9700 disyukuri,Positive,Twitter (IDSMSA)
"Trading Jumat (16/02/2024)📈 🚀 FILM, BREN, ACES, JSMR, MEDC, KLBF IHSG Technical View👀 IHSG ditutup naik 1.3% kemarin, dan disertai dengan net buy asing ~2.33 Triliun. Saham yang paling banyak dibeli asing adalah BMRI, BBCA, BBRI, BBNI dan TLKM.",trading jumat 16 02 2024 film bren aces jsmr medc klbf ihsg technical view ihsg ditutup naik 1 3 kemarin dan disertai dengan net buy asing 2 33 triliun saham yang paling banyak dibeli asing adalah bmri bbca bbri bbni dan tlkm,Positive,Twitter (IDSMSA)
BCA akan menggelar RUPST pada 14 Maret 2024 dan salah satu mata acaranya adalah penetapan penggunaan laba bersih [URL] [HASHTAG] [HASHTAG] [HASHTAG],bca akan menggelar rupst pada 14 maret 2024 dan salah satu mata acaranya adalah penetapan penggunaan laba bersih,Neutral,Twitter (IDSMSA)
[USERNAME] mau sampai kapan ngebacot ? gabsa nikmatin aja ? prabowo unggul pada tanggal 14 saham indonesia pada ijo seperti bbca batubara nikel [URL],mau sampai kapan ngebacot gabsa nikmatin saja prabowo unggul pada tanggal 14 saham indonesia pada ijo seperti bbca batubara nikel,Positive,Twitter (IDSMSA)
"[USERNAME] 70M dibuat forex aja udh salah bgt wkwk,beliin saham BCA/Mandiri ato beli obligasi aja udh cukup bgt wkwk",70m dibuat forex saja sudah salah banget beliin saham bca mandiri ato beli obligasi saja sudah cukup banget,Positive,Twitter (IDSMSA)
[USERNAME] Buat deviden oke. Tp ya ga kemana2. Mending big bank aja (bbca bbri bmri bbni),buat deviden oke tp ya ga kemana2 mending big bank saja bbca bbri bmri bbni,Positive,Twitter (IDSMSA)
[USERNAME] Saham BBCA 100lot 🫶,saham bbca 100lot,Positive,Twitter (IDSMSA)
[USERNAME] Cuma terima saham BCA. ☺️,cuma terima saham bca,Positive,Twitter (IDSMSA)
[USERNAME] Pen punya 10 btc sama 40 lot saham bbca,pen punya 10 btc sama 40 lot saham bbca,Positive,Twitter (IDSMSA)
Hal ini akan memicu para investor untuk lebih terhindar dari saham gorengan dengan membeli saham dari perusahaan yang bagus seperti BCA dengan harga yang lebih terjangkau sesuai dengan kemampuan.,hal ini akan memicu para investor untuk lebih terhindar dari saham gorengan dengan membeli saham dari perusahaan yang bagus seperti bca dengan harga yang lebih terjangkau sesuai dengan kemampuan,Positive,Twitter (IDSMSA)
"Saham BBCA Diborong Asing, Cetak Rekor Harga Tertinggi [URL]",saham bbca diborong asing cetak rekor harga tertinggi,Positive,Twitter (IDSMSA)
"Guys, saya mendapatkan undangan untuk menghadiri RUPST SHM! BBCA ketika membuka email. Saya hanya baru memiliki 1 lot dan masih awam untuk hal ini, apa yang harus saya lakukan ya? Terimakasih.",guys saya mendapatkan undangan untuk menghadiri rupst shm bbca ketika membuka email saya hanya baru memiliki 1 lot dan masih awam untuk hal ini apa yang harus saya lakukan ya terimakasih,Neutral,Twitter (IDSMSA)
"Kalau gojek merger dengan Grab, promonya jadi makin dikit atau banyak ya? 🤔 Promo referal Bluechip dapat saham [HASHTAG] hingga [HASHTAG] 👇 [URL] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [URL]",kalau gojek merger dengan grab promonya jadi makin dikit atau banyak ya promo referal bluechip dapat saham hingga,Neutral,Twitter (IDSMSA)
"Anjroooottt saham bca menaikkkk, aku senang 🥳🥳🥳",anjroott saham bca menaikk aku senang,Positive,Twitter (IDSMSA)
"Mirip Lo Kheng Hong, Ini Strategi Investasi Saham Ala Bos BCA [URL]",mirip kamu kheng hong ini strategi investasi saham ala bos bca,Neutral,Twitter (IDSMSA)
"IHSG Sesi I Bersinar, Harga Saham BCA BRI BNI BTN dan CIMB Terbang [URL]",ihsg sesi i bersinar harga saham bca bri bni btn dan cimb terbang,Positive,Twitter (IDSMSA)
saham bca naik terus📈,saham bca naik terus,Positive,Twitter (IDSMSA)
[USERNAME] YEY. Boleh sekalian saham BCA ga ya? 😅,yey boleh sekalian saham bca ga ya,Positive,Twitter (IDSMSA)
"Ditanya loh mau beli apa, jawabnya saham bca. Tak tutuk pala mu loh mas.",ditanya loh mau beli apa jawabnya saham bca tak tutuk pala mu loh mas,Positive,Twitter (IDSMSA)
"saham bank lagi pada gila semua, bbca otw 10.000 co",saham bank lagi pada gila semua bbca otw 10 00 co,Positive,Twitter (IDSMSA)
Setelah kmrn 02 menang versi QC harga saham bank bank BUMN dan BCA jd naik lumayan banyak🙏,setelah kemarin 02 menang versi qc harga saham bank bank bumn dan bca jd naik lumayan banyak,Positive,Twitter (IDSMSA)
"IHSG suka dengan hasil Pemilu, sempat mencapai 7.365 Saham $BBCA hampir 10 rebu 😁 [URL]",ihsg suka dengan hasil pemilu sempat mencapai 7 365 saham bbca hampir 10 rebu,Positive,Twitter (IDSMSA)
"IHSG rebound , pertanda market optimis. dan tidak heran, the Big Four yg paling banyak dibeli pagi ini pasca PEMILU adalah saham perbankan. $BBRI $BBCA $BMRI $BBNI",ihsg rebound pertanda market optimis dan tidak heran the big four yang paling banyak dibeli pagi ini pasca pemilu adalah saham perbankan bbri bbca bmri bbni,Positive,Twitter (IDSMSA)
[USERNAME] [USERNAME] Gw tetap saham BBCA,saya tetap saham bbca,Positive,Twitter (IDSMSA)
[USERNAME] Kalau gw cukup 2000 lot saham BBCA Mas Rom,kalau saya cukup 200 lot saham bbca mas rom,Positive,Twitter (IDSMSA)
"[USERNAME] Kalo bbri, bbca tu saham y? Beda regulasinya sm reksadana?",kalau bbri bbca tu saham y beda regulasinya sm reksadana,Neutral,Twitter (IDSMSA)
[USERNAME] Saham rekomend apa paa ? Aku sih pengen bbca dan bbri aja tapi belum turun2 mau beli,saham rekomend apa paa aku sih pengen bbca dan bbri saja tapi belum turun2 mau beli,Positive,Twitter (IDSMSA)
"[USERNAME] [USERNAME] Pengennya saham adaro, tapi sungkan ya mas. Jadinya, bbca aja wes 🤭🤣🤣🤣",pengennya saham adaro tapi sungkan ya mas jadinya bbca saja wes,Positive,Twitter (IDSMSA)
"[USERNAME] [USERNAME] Manfaat banget sih emang, apalagi slot sahamnyaa. Kok BCA aja gak pengen sekalian saham Freeport wkwk",manfaat banget sih emang apalagi slot sahamnyaa kok bca saja tidak pengen sekalian saham freeport,Positive,Twitter (IDSMSA)
"Aku gabutuh bunga, aku gabutuh cokelat aku cuma butuh saham BCA 15%.",aku gabutuh bunga aku gabutuh cokelat aku cuma butuh saham bca 15,Positive,Twitter (IDSMSA)
"02 udah jelas bagus, saham blue chip tiada tanding BCA + BRI + BNI + Telkom, auto gacor bos! [URL]",02 sudah jelas bagus saham blue chip tiada tanding bca bri bni telkom auto gacor bos,Positive,Twitter (IDSMSA)
Menerima serangan fajar minimal 10.000 lot saham BBCA!,menerima serangan fajar minimal 10 00 lot saham bbca,Positive,Twitter (IDSMSA)
[USERNAME] [USERNAME] Gak muluk² mas. Emas murni 10 gram dan 10 lot saham BBCA dibayar tunai,tidak muluk mas emas murni 10 gram dan 10 lot saham bbca dibayar tunai,Positive,Twitter (IDSMSA)
"[USERNAME] Beli saham KAI, saham BCA, rumah di BSD, Mobil, Motor, Pesawat Jet pribadi Aamiinn",beli saham kai saham bca rumah di bsd mobil motor pesawat jet pribadi aamiinn,Positive,Twitter (IDSMSA)
Shm! $BBCA nih kalau Gainya diambil 7-8% tiap tahun masih bagus ga? Soalnya mau invest yg ngasih return 8% an pertahun nih,shm bbca ini kalau gainya diambil 7-8 tiap tahun masih bagus ga soalnya mau invest yang ngasih return 8 an pertahun ini,Neutral,Twitter (IDSMSA)
Btw saham BBCA dan Bank Mandiri on fire ya sejak 1 Januari 2024. Demikian jg saham BBRI dan BBNI.,omong-omong saham bbca dan bank mandiri on fire ya sejak 1 januari 2024 demikian jg saham bbri dan bbni,Positive,Twitter (IDSMSA)
